Time,BTC_total_value,Fiat_total_value,GRS,BTC,VTC,FTC,DGB,ETH,ZEC,ZCL,XZC,MUSIC,MONA,ZEN,BTG
1513619144,0.0010098090999512,18.76,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619207,0.0010083204856481001,18.732,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619273,0.0010085990225309,18.75,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619342,0.0010074557084302,18.744,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619409,0.0010081195514011002,18.761,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619473,0.0010074627077122,18.758,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619538,0.0010066731105147003,18.742,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619603,0.0010074954606468002,18.758,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619679,0.0010082183421637001,18.775,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619742,0.0010086691523844,18.786,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619807,0.0010074312519716,18.774,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619870,0.0010093379091085,18.788,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619934,0.0010098426209869,18.798,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619997,0.0010131093804627,18.851,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620068,0.0010113989239847999,18.845,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620135,0.0010163557021583,18.923,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620201,0.0010173588934286,18.944,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620277,0.0010158877110390003,18.9,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620342,0.0010207525367688,18.967,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620407,0.001020852184225,18.941,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620470,0.0010178098050058,18.862,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620534,0.0010216045702255,18.919,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620598,0.0010216045702255,18.919,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620661,0.0010230952142019,18.978,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620725,0.0010237299262452,18.973,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620792,0.0010236789906411,18.971,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620856,0.0010231183324653,18.895,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620925,0.0010234149677433,18.926,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513620988,0.0010228472354678001,18.878,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621052,0.0010198017386119,18.796,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621115,0.0010205647024944002,18.783,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621181,0.0010221204287227,18.803,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621247,0.0010225850534781,18.812,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621309,0.0010228198884117,18.834,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621372,0.0010223465829492001,18.818,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621434,0.0010222556079523002,18.837,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621498,0.0010185612817678001,18.775,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621560,0.001019793360764,18.842,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621623,0.0010200571991149999,18.837,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621687,0.0010227453984028,18.884,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621751,0.001021164651787,18.896,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513621819,0.0010198657057134,18.89,0.18381197,1.866e-05,0.22332384000000002,6.2492066600000005,71.11990762,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
